"INDV1"	"INDV2"	"RELATEDNESS_PHI"
"1886"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_114046_DUR"	0.00738928
"723"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00736199
"1763"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_106758_NM"	0.00736199
"760"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_111896_NM"	0.00735393
"916"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_UWBM_106760_NM"	0.00735393
"666"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114039_DUR"	0.0073515
"1550"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_105736_ARI"	0.0073515
"975"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_112587_GUE"	0.00734226
"1079"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_112575_GUE"	0.00734226
"681"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_77653_ARI"	0.00732796
"2345"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_105736_ARI"	0.00732796
"2008"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_84639_ARI"	0.00727781
"2476"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114126_CHIH"	0.00727781
"119"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_105736_ARI"	0.00725428
"639"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_DMNS_52524_COL"	0.00725428
"1582"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_77653_ARI"	0.00715607
"2362"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_114039_DUR"	0.00715607
"2594"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_93806_CPN"	0.00713131
"2646"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_93805_CPN"	0.00713131
"1690"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_84639_ARI"	0.00712841
"2470"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114047_DUR"	0.00712841
"734"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_77653_ARI"	0.00708898
"2346"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_106758_NM"	0.00708898
"901"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_95850_ARI"	0.00708406
"2773"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_111891_NM"	0.00708406
"368"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_93806_CPN"	0.00706565
"2604"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_KU_8218_SANA"	0.00706565
"652"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_108714_NEV"	0.00704207
"808"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_105736_ARI"	0.00704207
"1791"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_114424_NEV"	0.00695642
"2207"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00695642
"670"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00693761
"1762"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_105736_ARI"	0.00693761
"716"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114012_DUR"	0.00691476
"1392"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00691476
"1029"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_112592_GUE"	0.00690042
"1133"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_112576_GUE"	0.00690042
"121"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_106760_NM"	0.00688671
"745"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_DMNS_52524_COL"	0.00688671
"1623"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_114087_CHIH"	0.00679121
"1727"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_114046_DUR"	0.00679121
"447"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_113059_CHI"	0.00675029
"1175"	"Setophaga_graciae_UWBM_113059_CHI"	"Setophaga_graciae_MSB_12905565_NM"	0.00675029
"122"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_108714_NEV"	0.00673015
"798"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_DMNS_52524_COL"	0.00673015
"879"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_114046_DUR"	0.00671378
"1607"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_111891_NM"	0.00671378
"721"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114047_DUR"	0.00652662
"1657"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00652662
"2061"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_84639_ARI"	0.0065092
"2477"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114127_CHIH"	0.0065092
"1900"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_77653_ARI"	0.00648745
"2368"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_114090_CHIH"	0.00648745
"1946"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_114126_CHIH"	0.00642579
"1998"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_114091_CHIH"	0.00642579
"1420"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_114424_NEV"	0.00634549
"2200"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114012_DUR"	0.00634549
"1584"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_84639_ARI"	0.00632377
"2468"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114039_DUR"	0.00632377
"776"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00616188
"1764"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_106760_NM"	0.00616188
"782"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114128_CHIH"	0.00614798
"2082"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_106760_NM"	0.00614798
"707"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_111896_NM"	0.00607966
"915"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_UWBM_106758_NM"	0.00607966
"718"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114038_DUR"	0.00607242
"1498"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00607242
"1954"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_77735_ARI"	0.00601491
"2422"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_114091_CHIH"	0.00601491
"683"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_84639_ARI"	0.00589392
"2451"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_105736_ARI"	0.00589392
"727"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114126_CHIH"	0.00586247
"1975"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_106758_NM"	0.00586247
"498"	"Setophaga_graciae_MSB_12905566_NM"	"Setophaga_graciae_UWBM_112587_GUE"	0.00581292
"1070"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_MSB_12905566_NM"	0.00581292
"736"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_84639_ARI"	0.00574432
"2452"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_106758_NM"	0.00574432
"2109"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_114424_NEV"	0.00574132
"2213"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114128_CHIH"	0.00574132
"668"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114047_DUR"	0.00573653
"1656"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_105736_ARI"	0.00573653
"1741"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_77653_ARI"	0.0056844
"2365"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_114087_CHIH"	0.0056844
"1319"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_84639_ARI"	0.00568129
"2463"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_113970_DUR"	0.00568129
"1317"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_77653_ARI"	0.00564577
"2357"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_113970_DUR"	0.00564577
"448"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_113126_CHI"	0.0056361
"1228"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_MSB_12905565_NM"	0.0056361
"665"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114038_DUR"	0.0055738
"1497"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_105736_ARI"	0.0055738
"769"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114012_DUR"	0.00552406
"1393"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_106760_NM"	0.00552406
"675"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114127_CHIH"	0.00551978
"2027"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_105736_ARI"	0.00551978
"835"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_114128_CHIH"	0.00551808
"2083"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_108714_NEV"	0.00551808
"717"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114019_DUR"	0.00541542
"1445"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00541542
"2218"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_77653_ARI"	0.00534378
"2374"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_114424_NEV"	0.00534378
"664"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114019_DUR"	0.00533486
"1444"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_105736_ARI"	0.00533486
"1476"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_77653_ARI"	0.00527005
"2360"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_114019_DUR"	0.00527005
"719"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114039_DUR"	0.00522605
"1551"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00522605
"1635"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_77653_ARI"	0.00513146
"2363"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_114046_DUR"	0.00513146
"771"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114038_DUR"	0.0050759
"1499"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_106760_NM"	0.0050759
"774"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114047_DUR"	0.00502397
"1658"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_106760_NM"	0.00502397
"146"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_114128_CHIH"	0.00499795
"2070"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_DMNS_52524_COL"	0.00499795
"674"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0049483
"1974"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_105736_ARI"	0.0049483
"140"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00494409
"1752"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_DMNS_52524_COL"	0.00494409
"327"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_MSB_12905565_NM"	0.00491683
"431"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_KU_8218_SANA"	0.00491683
"1478"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_84639_ARI"	0.00487434
"2466"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114019_DUR"	0.00487434
"1353"	"Setophaga_graciae_UWBM_114011_DUR"	"Setophaga_graciae_UWBM_114019_DUR"	0.00482997
"1457"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_114011_DUR"	0.00482997
"1948"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_114128_CHIH"	0.00478777
"2104"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_114091_CHIH"	0.00478777
"789"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_84639_ARI"	0.00466349
"2453"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_106760_NM"	0.00466349
"728"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114127_CHIH"	0.00458994
"2028"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_106758_NM"	0.00458994
"476"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_93808_CPN"	0.00451774
"2712"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_MSB_12905565_NM"	0.00451774
"274"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_MSB_12905565_NM"	0.00445434
"430"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_KU_8199_SANA"	0.00445434
"473"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_93805_CPN"	0.00441984
"2553"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_MSB_12905565_NM"	0.00441984
"1902"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_84639_ARI"	0.00434879
"2474"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114090_CHIH"	0.00434879
"65"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_MSB_12905568_NM"	0.00433232
"585"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_CM_S9116_BEL"	0.00433232
"203"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_UWBM_69981_PCA"	0.00430751
"2283"	"Setophaga_graciae_UWBM_69981_PCA"	"Setophaga_graciae_KU_33633_RACN"	0.00430751
"787"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_77653_ARI"	0.00427912
"2347"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_106760_NM"	0.00427912
"742"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_95850_ARI"	0.00427746
"2770"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_106758_NM"	0.00427746
"1743"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_84639_ARI"	0.00420154
"2471"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114087_CHIH"	0.00420154
"475"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_93807_CPN"	0.00419748
"2659"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_MSB_12905565_NM"	0.00419748
"1786"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_114091_CHIH"	0.00413491
"1942"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00413491
"2220"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_84639_ARI"	0.00408369
"2480"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114424_NEV"	0.00408369
"133"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_114012_DUR"	0.00396024
"1381"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_DMNS_52524_COL"	0.00396024
"474"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_93806_CPN"	0.00390804
"2606"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_MSB_12905565_NM"	0.00390804
"392"	"Setophaga_graciae_MSB_12905564_NM"	"Setophaga_graciae_UWBM_112587_GUE"	0.00384993
"1068"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_MSB_12905564_NM"	0.00384993
"672"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_114090_CHIH"	0.00384369
"1868"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_105736_ARI"	0.00384369
"770"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114019_DUR"	0.00375166
"1446"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_106760_NM"	0.00375166
"1637"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_84639_ARI"	0.00369574
"2469"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_114046_DUR"	0.00369574
"2056"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_114424_NEV"	0.00365132
"2212"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114127_CHIH"	0.00365132
"472"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_UWBM_93801_CPN"	0.00362928
"2500"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_MSB_12905565_NM"	0.00362928
"1103"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_115308_GUE"	0.0036204
"2247"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_112587_GUE"	0.0036204
"722"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114087_CHIH"	0.00359789
"1710"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_106758_NM"	0.00359789
"840"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_77653_ARI"	0.00358492
"2348"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_108714_NEV"	0.00358492
"135"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_114038_DUR"	0.00357502
"1487"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_DMNS_52524_COL"	0.00357502
"144"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_114126_CHIH"	0.00348402
"1964"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_DMNS_52524_COL"	0.00348402
"1473"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_114424_NEV"	0.00344009
"2201"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114019_DUR"	0.00344009
"781"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114127_CHIH"	0.00337275
"2029"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_106760_NM"	0.00337275
"772"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114039_DUR"	0.00337078
"1552"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_106760_NM"	0.00337078
"829"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00329774
"1765"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_108714_NEV"	0.00329774
"689"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_95850_ARI"	0.00324289
"2769"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_105736_ARI"	0.00324289
"1579"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_114424_NEV"	0.00323171
"2203"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114039_DUR"	0.00323171
"714"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_113970_DUR"	0.00320745
"1286"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00320745
"780"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_114126_CHIH"	0.0031513
"1976"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_106760_NM"	0.0031513
"1526"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_114424_NEV"	0.00313901
"2202"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114038_DUR"	0.00313901
"138"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_114047_DUR"	0.00312534
"1646"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_DMNS_52524_COL"	0.00312534
"151"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_77653_ARI"	0.00312338
"2335"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_DMNS_52524_COL"	0.00312338
"153"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_84639_ARI"	0.00307532
"2441"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_DMNS_52524_COL"	0.00307532
"9"	"Setophaga_graciae_CM_S10255_BEL"	"Setophaga_graciae_MSB_12905565_NM"	0.00305735
"425"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_CM_S10255_BEL"	0.00305735
"725"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114090_CHIH"	0.00294515
"1869"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_106758_NM"	0.00294515
"2003"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_114424_NEV"	0.00294114
"2211"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_114126_CHIH"	0.00294114
"842"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_84639_ARI"	0.00293783
"2454"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_108714_NEV"	0.00293783
"1028"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_112587_GUE"	0.00293739
"1080"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_112576_GUE"	0.00293739
"565"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_UWBM_114089_CHIH"	0.00293521
"1813"	"Setophaga_graciae_UWBM_114089_CHIH"	"Setophaga_graciae_MSB_12905567_NM"	0.00293521
"720"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_114046_DUR"	0.00291345
"1604"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_106758_NM"	0.00291345
"2226"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_95850_ARI"	0.00289038
"2798"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_114424_NEV"	0.00289038
"661"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_113970_DUR"	0.00281326
"1285"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_105736_ARI"	0.00281326
"435"	"Setophaga_graciae_MSB_12905565_NM"	"Setophaga_graciae_MSB_12905567_NM"	0.00279581
"539"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_MSB_12905565_NM"	0.00279581
"542"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_MSB_12905568_NM"	0.00276366
"594"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_MSB_12905567_NM"	0.00276366
"572"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_UWBM_114424_NEV"	0.00269432
"2184"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_MSB_12905567_NM"	0.00269432
"767"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_113970_DUR"	0.00268438
"1287"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_106760_NM"	0.00268438
"547"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_UWBM_111891_NM"	0.00268049
"859"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_MSB_12905567_NM"	0.00268049
"575"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_UWBM_77653_ARI"	0.00267897
"2343"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_MSB_12905567_NM"	0.00267897
"577"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_UWBM_84639_ARI"	0.00267546
"2449"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_MSB_12905567_NM"	0.00267546
"564"	"Setophaga_graciae_MSB_12905567_NM"	"Setophaga_graciae_UWBM_114088_CHIH"	0.00264904
"1760"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_MSB_12905567_NM"	0.00264904
